sourcе,stеm,last stem vowel,verb class,stem0,stem1,stem2,stеm tуpе,stem notes,principlе pаrts,unaccented principle parts,infinitivе,prеsеncе,futurе,аorist,impеrаtivе,mаsdаr,аgrееmеnt_slot,vеrb formаtion,verb formation stеm,pos_verb formation stem,vаriаtion,cаusаtivе,rеduplicаtion,аnothеr stеm rеduplicаtion,-ахъд,-д,rеduplicаtеd + д,rеduplicаtеd + р > д,rеduplicаtеd + л > д,rеduplicаtеd + м > д,-гъ,-х,-ар,-анхъ,-ар-д,-д-ар,-олд,и > е,у > е,-тI,dеfinition,id_dеfinition,X,Y,X2,Y2,lability,transitivity,light verb,context,context_ru,example_source,mеаning_ru,rеfеrеncе,notеs,commеnts,context2,еxаmplе_sourcе
"сéм/изе (-ула, -ила, -ана, -е) 1. (по)ругаться; мадугьалзаби ~улел руго соседи ругаются 2. (по)ругать, отругать, распекать, пробирать, давать взбучку; ~ун кІалъазе поругать, повысить голос; мун диде ~уге ты не ругай меня; эмен васасде ~улев вуго отец ругает сына",сéм,и,1,сéм,сéми,сéма,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,сéмизаб,,,,,,,,,,,,,,,,,,,"(по)ругать, отругать, распекать, пробирать, давать взбучку; ~ун кІалъазе поругать, повысить голос; мун диде ~уге ты не ругай меня; эмен васасде ~улев вуго отец ругает сына",2,N/A,ABS,,,,,,~ун кІалъазе,"поругать, повысить голос",Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,поругать,Gimbаtov 2006,,,,
"сентІ/éзе (-óла, -éла, -áна, -é) учащ. 1) сопеть, шмыгать носом; вас ~олев вуго мальчик шмыгает носом 2) перен. разнюхивать, разнюхать о чём-л.; мун щай гьанив ~олев вугев? чего ты здесь разнюхиваешь?",сентІ,é,3/4,сентІ,сентІé,сентІá,,,-óла; -éла; -áна,-ола; -ела; -ана,-éзе,-óла,-éла,-áна,-é,-éй,0,,,,,,,,,,,,,,,,,,,,,,,,"сопеть, шмыгать носом; вас ~олев вуго мальчик шмыгает носом",1,N/A,ABS,,,,,,вас ~олев вуго,мальчик шмыгает носом,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,сопеть,Gimbаtov 2006,,,,
"сентІ/éзе (-óла, -éла, -áна, -é) учащ. 1) сопеть, шмыгать носом; вас ~олев вуго мальчик шмыгает носом 2) перен. разнюхивать, разнюхать о чём-л.; мун щай гьанив ~олев вугев? чего ты здесь разнюхиваешь?",сентІ,é,3/4,сентІ,сентІé,сентІá,,,-óла; -éла; -áна,-ола; -ела; -ана,-éзе,-óла,-éла,-áна,-é,-éй,0,,,,,,,,,,,,,,,,,,,,,,,,"перен. разнюхивать, разнюхать о чём-л.; мун щай гьанив ~олев вугев? чего ты здесь разнюхиваешь?",2,ABS,N/A,,,,,,мун щай гьанив ~олев,вугев? чего ты здесь разнюхиваешь?,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,перен. разнюхивать,Gimbаtov 2006,,,,
"сенхéзаб/изе (-ула, -ила, -уна, -е) понуд. от учащ. сенхéзе",сенхéзаб,и,2,сенхéзаб,сенхéзаби,сенхéзабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сенх,verb,,,,,,,,,,,,,,,,,,,,,понуд. от учащ. сенхéзе,1,ERG,ABS,,,,,,,,,понуд. от учащ. сенхéзе,Gimbаtov 2006,,,,
"сенх/éзе (-óла, -éла, -áна, -é) учащ. сморкаться; дов ~езе лъугьана он стал сморкаться",сенх,é,3/4,сенх,сенхé,сенхá,,,-óла; -éла; -áна,-ола; -ела; -ана,-éзе,-óла,-éла,-áна,-é,-éй,0,,,,,сенхéзаб,,,,,,,,,,,,,,,,,,,учащ. сморкаться; дов ~езе лъугьана он стал сморкаться,1,ABS,N/A,,,,,,дов ~езе лъугьана,он стал сморкаться,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,сморкаться,Gimbаtov 2006,,,,
"си́нкъд/изе (-ула, -ила, -ана, -е) учащ. всхлипывать; яс ~улей йиго девочка всхлипывает",си́нкъд,и,1,си́нкъд,си́нкъди,си́нкъда,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,,,,,,,,,,,,,,,,,,,,учащ. всхлипывать; яс ~улей йиго девочка всхлипывает,1,N/A,ABS,,,,,,яс ~улей йиго,девочка всхлипывает,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,всхлипывать,Gimbаtov 2006,,,,
"синýкълъ/изе (-ула, -ила, -ана, -е) быть, стать занудливым, занудным",синýкълъ,и,1,синýкълъ,синýкълъи,синýкълъа,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,,,,,,,,,,,,,,,,,,,,"быть, стать занудливым, занудным",1,ABS,N/A,,,,,,,,,стать занудливым,Gimbаtov 2006,,,,
"сихІи́рлъизаб/изе (-ула, -ила, -уна, -е) понуд. от сихІи́рлъизе",сихІи́рлъизаб,и,2,сихІи́рлъизаб,сихІи́рлъизаби,сихІи́рлъизабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сихІи́рлъ,verb,,,,,,,,,,,,,,,,,,,,,понуд. от сихІи́рлъизе,1,ERG,ABS,,,,,,,,,понуд. от сихІи́рлъизе,Gimbаtov 2006,,,,
"сихІи́рлъ/изе (-ула, -ила, -ана, -е) (с)хитрить, (с)лукавить; увёртываться (от ответа); мадугьал ~ана сосед схитрил, слукавил",сихІи́рлъ,и,1,сихІи́рлъ,сихІи́рлъи,сихІи́рлъа,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,сихІи́рлъизаб,,,,,,,,,,,,,,,,,,,"(с)хитрить, (с)лукавить; увёртываться (от ответа); мадугьал ~ана сосед схитрил, слукавил",1,N/A,ABS,,,,,,мадугьал ~ана,"сосед схитрил, слукавил",Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,схитрить,Gimbаtov 2006,,,,
"си́хІкъотІизаб/изе (-ула, -ила, -уна, -е) понуд. 1) водворять, водворить тишину; устанавливать, установить тишину 2) утихомиривать, утихомирить; лъималазул ~изе утихомирить детей",си́хІкъотІизаб,и,2,си́хІкъотІизаб,си́хІкъотІизаби,си́хІкъотІизабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,си́хІкъотІ,verb,,,,,,,,,,,,,,,,,,,,,"водворять, водворить тишину; устанавливать, установить тишину",1,N/A,ABS,,,,,,лъималазул ~изе,утихомирить детей,Гимбатов М.М. Аварско-русский словарь. 2006. / соседнее значение той же статьи,водворить тишину,Gimbаtov 2006,,,,
"си́хІкъотІизаб/изе (-ула, -ила, -уна, -е) понуд. 1) водворять, водворить тишину; устанавливать, установить тишину 2) утихомиривать, утихомирить; лъималазул ~изе утихомирить детей",си́хІкъотІизаб,и,2,си́хІкъотІизаб,си́хІкъотІизаби,си́хІкъотІизабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,си́хІкъотІ,verb,,,,,,,,,,,,,,,,,,,,,"утихомиривать, утихомирить; лъималазул ~изе утихомирить детей",2,N/A,ABS,,,,,,лъималазул ~изе,утихомирить детей,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,утихомиривать,Gimbаtov 2006,,,,
"си́хІкъотІ/изе (-ула, -ила, -ана, -е) 1) (за)молчать, утихомириться; гІалимчиясул кІалъаялъухъ гІенеккаразул ~ана слушатели доклада учёного замолкли; лъималазул ~ана дети утихомирились 2) становиться, стать тихим, укромным, спокойным; сверухълъиялда ~ана в окрестности стало тихо",си́хІкъотІ,и,1,си́хІкъотІ,си́хІкъотІи,си́хІкъотІа,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,си́хІкъотІизаб,,,,,,,,,,,,,,,,,,,"(за)молчать, утихомириться; гІалимчиясул кІалъаялъухъ гІенеккаразул ~ана слушатели доклада учёного замолкли; лъималазул ~ана дети утихомирились",1,ABS,N/A,,,,,,гІалимчиясул кІалъаялъухъ гІенеккаразул ~ана,слушатели доклада учёного замолкли,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,замолчать,Gimbаtov 2006,,,,
"си́хІкъотІ/изе (-ула, -ила, -ана, -е) 1) (за)молчать, утихомириться; гІалимчиясул кІалъаялъухъ гІенеккаразул ~ана слушатели доклада учёного замолкли; лъималазул ~ана дети утихомирились 2) становиться, стать тихим, укромным, спокойным; сверухълъиялда ~ана в окрестности стало тихо",си́хІкъотІ,и,1,си́хІкъотІ,си́хІкъотІи,си́хІкъотІа,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,си́хІкъотІизаб,,,,,,,,,,,,,,,,,,,"становиться, стать тихим, укромным, спокойным; сверухълъиялда ~ана в окрестности стало тихо",2,N/A,LOC,,,,,,сверухълъиялда ~ана,в окрестности стало тихо,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,становиться,Gimbаtov 2006,,,,
"собо-годó/зе (-ла, -ла, -на, -й) отниматься, отняться; (о)неметь; досул бохдул ~н руго у него отнялись ноги см. собóзе",собо-годó,,7,собо-годó,собо-годó,собо-годó,,,-ла; -ла; -на,-ла; -ла; -на,-зе,-ла,-ла,-на,-й,-й,0,,,,,,,,,,,,,,,,,,,,,,,,"отниматься, отняться; (о)неметь; досул бохдул ~н руго у него отнялись ноги см. собóзе",1,N/A,ABS,,,,,,досул бохдул ~н,руго у него отнялись ноги см. собóзе,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,отниматься,Gimbаtov 2006,,,,
"собó/зе (-ла, -ла, -на, -й) отниматься, отняться; (о)неметь; кверал ~лел руго руги немеют",собó,,7,собó,собó,собó,,,-ла; -ла; -на,-ла; -ла; -на,-зе,-ла,-ла,-на,-й,-й,0,,,,,,,,,,,,,,,,,,,,,,,,"отниматься, отняться; (о)неметь; кверал ~лел руго руги немеют",1,N/A,ABS,,,,,,кверал ~лел,руго руги немеют,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,отниматься,Gimbаtov 2006,,,,
"сóгІахинаб/изе (-ула, -ила, -уна, -е) понуд. от сóгІахине",сóгІахинаб,и,2,сóгІахинаб,сóгІахинаби,сóгІахинабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сóгІах,verb,,,,,,,,,,,,,,,,,,,,,понуд. от сóгІахине,1,ERG,ABS,,,,,,,,,понуд. от сóгІахине,Gimbаtov 2006,,,,
"сóгІах/ине (-ула, -ила, -ана) покрываться мозолями; образоваться — о мозолях; килщал ~ана пальцы покрылись мозолями",сóгІах,и,1/1n,сóгІах,сóгІахи,сóгІахa,,,-ула; -ила; -ана,-ула; -ила; -ана,-ине,-ула,-ила,-ана,N,-ин,0,-ахине,,,,сóгІахинаб,,,,,,,,,,,,,,,,,,,покрываться мозолями; образоваться — о мозолях; килщал ~ана пальцы покрылись мозолями,1,ERG,ABS,,,,,,килщал ~ана,пальцы покрылись мозолями,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,покрываться мозолями,Gimbаtov 2006,,,,
"сóгІлъизб/изе (-ула, -ила, -уна, -е) понуд. 1) (с)делать грубым, необработанным 2) (с)делать упрямым, неподатливым",сóгІлъизб,и,2,сóгІлъизб,сóгІлъизби,сóгІлъизбу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сóгІлъ,verb,,,,,,,,,,,,,,,,,,,,,"(с)делать грубым, необработанным",1,ERG,ABS,,,,,,,,,сделать грубым,Gimbаtov 2006,,,,
"сóгІлъизб/изе (-ула, -ила, -уна, -е) понуд. 1) (с)делать грубым, необработанным 2) (с)делать упрямым, неподатливым",сóгІлъизб,и,2,сóгІлъизб,сóгІлъизби,сóгІлъизбу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сóгІлъ,verb,,,,,,,,,,,,,,,,,,,,,"(с)делать упрямым, неподатливым",2,ERG,ABS,,,,,,,,,сделать упрямым,Gimbаtov 2006,,,,
"сóгІлъ/изе (-ула, -ила, -ана, -е) 1) быть, стать грубым, необработанным 2) быть, стать упрямым, неподатливым; (за)упрямиться; дов цІакъ ~ун вуго он стал слишком упрямым",сóгІлъ,и,1,сóгІлъ,сóгІлъи,сóгІлъа,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,сóгІлъизб,,,,,,,,,,,,,,,,,,,"быть, стать грубым, необработанным",1,ABS,N/A,,,,,,дов цІакъ ~ун вуго,он стал слишком упрямым,Гимбатов М.М. Аварско-русский словарь. 2006. / соседнее значение той же статьи,стать грубым,Gimbаtov 2006,,,,
"сóгІлъ/изе (-ула, -ила, -ана, -е) 1) быть, стать грубым, необработанным 2) быть, стать упрямым, неподатливым; (за)упрямиться; дов цІакъ ~ун вуго он стал слишком упрямым",сóгІлъ,и,1,сóгІлъ,сóгІлъи,сóгІлъа,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,сóгІлъизб,,,,,,,,,,,,,,,,,,,"быть, стать упрямым, неподатливым; (за)упрямиться; дов цІакъ ~ун вуго он стал слишком упрямым",2,ABS,N/A,,,,,,дов цІакъ ~ун вуго,он стал слишком упрямым,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,стать упрямым,Gimbаtov 2006,,,,
"сóкІкІинаб/изе (-ула, -ила, -уна, -е) понуд. от сóкІкІине",сóкІкІинаб,и,2,сóкІкІинаб,сóкІкІинаби,сóкІкІинабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сóкІкІ,verb,,,,,,,,,,,,,,,,,,,,,понуд. от сóкІкІине,1,ERG,ABS,,,,,,,,,понуд. от сóкІкІине,Gimbаtov 2006,,,,
"сóкІкІ/ине (-уна, -ина, -ана, -е) 1. складываться, сложиться 2. складывать, сложить что-л.; кагъат ~ине складывать бумагу; рак ~ине складывать кизяк [в штабеля]; хъарщал ~ине сложить доски",сóкІкІ,и,1n,сóкІкІ,сóкІкІи,сóкІкІa,,,-уна; -ина; -ана,-уна; -ина; -ана,-ине,-уна,-ина,-ана,-е,-ин,0,,,,,сóкІкІинаб,,,,,,,,,,,,,,,,,,,"складываться, сложиться",1,ABS,N/A,,,,,,кагъат ~ине,складывать бумагу,Гимбатов М.М. Аварско-русский словарь. 2006. / соседнее значение той же статьи,складываться,Gimbаtov 2006,,,,
"сóкІкІ/ине (-уна, -ина, -ана, -е) 1. складываться, сложиться 2. складывать, сложить что-л.; кагъат ~ине складывать бумагу; рак ~ине складывать кизяк [в штабеля]; хъарщал ~ине сложить доски",сóкІкІ,и,1n,сóкІкІ,сóкІкІи,сóкІкІa,,,-уна; -ина; -ана,-уна; -ина; -ана,-ине,-уна,-ина,-ана,-е,-ин,0,,,,,сóкІкІинаб,,,,,,,,,,,,,,,,,,,"складывать, сложить что-л.; кагъат ~ине складывать бумагу; рак ~ине складывать кизяк [в штабеля]; хъарщал ~ине сложить доски",2,N/A,ABS,,,,,,кагъат ~ине,складывать бумагу,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,складывать,Gimbаtov 2006,,,,
"сорóдизаб/изе (-ула, -ила, -уна, -е) учащ. понуд. 1) знобить, бросать в дрожь; вызывать, вызвать дрожь (озноб); заставлять, заставить кого-л. дрожать 2) сотрясать; вызывать, вызвать вибрацию 3) перен. вызывать, вызвать потрясение; приводить, привести в содрогание; гьеб хабаралъ дир ракІ ~уна это известие потрясло моё сердце",сорóдизаб,и,2,сорóдизаб,сорóдизаби,сорóдизабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сорó,verb,,,,,,,,,,,,,,,,,,,,,"знобить, бросать в дрожь; вызывать, вызвать дрожь (озноб); заставлять, заставить кого-л. дрожать",1,ABS,LOC,,,,,,гьеб хабаралъ дир ракІ ~уна,это известие потрясло моё сердце,Гимбатов М.М. Аварско-русский словарь. 2006. / соседнее значение той же статьи,знобить,Gimbаtov 2006,,,,
"сорóдизаб/изе (-ула, -ила, -уна, -е) учащ. понуд. 1) знобить, бросать в дрожь; вызывать, вызвать дрожь (озноб); заставлять, заставить кого-л. дрожать 2) сотрясать; вызывать, вызвать вибрацию 3) перен. вызывать, вызвать потрясение; приводить, привести в содрогание; гьеб хабаралъ дир ракІ ~уна это известие потрясло моё сердце",сорóдизаб,и,2,сорóдизаб,сорóдизаби,сорóдизабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сорó,verb,,,,,,,,,,,,,,,,,,,,,"сотрясать; вызывать, вызвать вибрацию",2,ABS,LOC,,,,,,гьеб хабаралъ дир ракІ ~уна,это известие потрясло моё сердце,Гимбатов М.М. Аварско-русский словарь. 2006. / соседнее значение той же статьи,сотрясать,Gimbаtov 2006,,,,
"сорóдизаб/изе (-ула, -ила, -уна, -е) учащ. понуд. 1) знобить, бросать в дрожь; вызывать, вызвать дрожь (озноб); заставлять, заставить кого-л. дрожать 2) сотрясать; вызывать, вызвать вибрацию 3) перен. вызывать, вызвать потрясение; приводить, привести в содрогание; гьеб хабаралъ дир ракІ ~уна это известие потрясло моё сердце",сорóдизаб,и,2,сорóдизаб,сорóдизаби,сорóдизабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сорó,verb,,,,,,,,,,,,,,,,,,,,,"перен. вызывать, вызвать потрясение; приводить, привести в содрогание; гьеб хабаралъ дир ракІ ~уна это известие потрясло моё сердце",3,ABS,LOC,,,,,,гьеб хабаралъ дир ракІ ~уна,это известие потрясло моё сердце,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,перен. вызвать потрясение,Gimbаtov 2006,,,,
"сорóд/изе (-ула, -ила, -ана, -е) учащ. 1) (за)дрожать; испытывать дрожь, озноб; съёжиться от озноба; кверал ~улел руго руки дрожат; ~улеб гьаракьалъ дрожащим голосом 2) сотрясаться, вибрировать; гьорол кутакалъ гордазул цІер ~улеб буго от сильного ветра оконные стёкла выбрируют 3) перен. пережить, перенести потрясение; сильно испугаться; бацІ бихьарабго, чанахъанасул вас ~ана увидев волка, сын охотника сильно испугался",сорóд,и,1,сорóд,сорóди,сорóда,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,durative -д,сорó,verb,,сорóдизаб,,,,,,,,,,,,,,,,,,,"(за)дрожать; испытывать дрожь, озноб; съёжиться от озноба; кверал ~улел руго руки дрожат; ~улеб гьаракьалъ дрожащим голосом",1,N/A,ABS,,,,,,кверал ~улел,руго руки дрожат,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,задрожать,Gimbаtov 2006,,,,
"сорóд/изе (-ула, -ила, -ана, -е) учащ. 1) (за)дрожать; испытывать дрожь, озноб; съёжиться от озноба; кверал ~улел руго руки дрожат; ~улеб гьаракьалъ дрожащим голосом 2) сотрясаться, вибрировать; гьорол кутакалъ гордазул цІер ~улеб буго от сильного ветра оконные стёкла выбрируют 3) перен. пережить, перенести потрясение; сильно испугаться; бацІ бихьарабго, чанахъанасул вас ~ана увидев волка, сын охотника сильно испугался",сорóд,и,1,сорóд,сорóди,сорóда,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,durative -д,сорó,verb,,сорóдизаб,,,,,,,,,,,,,,,,,,,"сотрясаться, вибрировать; гьорол кутакалъ гордазул цІер ~улеб буго от сильного ветра оконные стёкла выбрируют",2,ABS,LOC,,,,,,гьорол кутакалъ гордазул цІер ~улеб буго,от сильного ветра оконные стёкла выбрируют,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,сотрясаться,Gimbаtov 2006,,,,
"сорóд/изе (-ула, -ила, -ана, -е) учащ. 1) (за)дрожать; испытывать дрожь, озноб; съёжиться от озноба; кверал ~улел руго руки дрожат; ~улеб гьаракьалъ дрожащим голосом 2) сотрясаться, вибрировать; гьорол кутакалъ гордазул цІер ~улеб буго от сильного ветра оконные стёкла выбрируют 3) перен. пережить, перенести потрясение; сильно испугаться; бацІ бихьарабго, чанахъанасул вас ~ана увидев волка, сын охотника сильно испугался",сорóд,и,1,сорóд,сорóди,сорóда,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,durative -д,сорó,verb,,сорóдизаб,,,,,,,,,,,,,,,,,,,"перен. пережить, перенести потрясение; сильно испугаться; бацІ бихьарабго, чанахъанасул вас ~ана увидев волка, сын охотника сильно испугался",3,ABS,N/A,,,,,,"бацІ бихьарабго, чанахъанасул вас ~ана","увидев волка, сын охотника сильно испугался",Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,перен. пережить,Gimbаtov 2006,,,,
"сорó/зе (-ла, -ла, -на, -й) учащ. (за)дрожать",сорó,,7,сорó,сорó,сорó,,,-ла; -ла; -на,-ла; -ла; -на,-зе,-ла,-ла,-на,-й,-й,0,,,,,,,,,сорóд,,,,,,,,,,,,,,,учащ. (за)дрожать,1,ABS,N/A,,,,,,,,,задрожать,Gimbаtov 2006,,,,
"ссýризаб/изе (-ула, -ила, -уна, -е) понуд. бросать, бросить; швырять, (вы)швырнуть",ссýризаб,и,2,ссýризаб,ссýризаби,ссýризабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сýр,verb,,,,,,,,,,,,,,,,,,,,,"понуд. бросать, бросить; швырять, (вы)швырнуть",1,ERG,ABS,,,,,,,,,бросать,Gimbаtov 2006,,,,
"сýдизаб/изе (-ула, -ила, -уна, -е) понуд. от сýдизе",сýдизаб,и,2,сýдизаб,сýдизаби,сýдизабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сýд,verb,,,,,,,,,,,,,,,,,,,,,понуд. от сýдизе,1,ERG,ABS,,,,,,,,,понуд. от сýдизе,Gimbаtov 2006,,,,
"сýд/изе (-ула, -ила, -ана, -е) жечь (об ощущении жжения); керен ~улеб буго в груди жжёт; ругъун ~улеб буго в ране жжёт",сýд,и,1,сýд,сýди,сýда,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,сýдизаб,,,,,,,,,,,,,,,,,,,жечь (об ощущении жжения); керен ~улеб буго в груди жжёт; ругъун ~улеб буго в ране жжёт,1,N/A,ABS,,,,,,керен ~улеб буго,в груди жжёт,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,жечь,Gimbаtov 2006,,,,
"сýзаб/изе (-ула, -ила, -уна, -е) понуд. от сýзе",сýзаб,и,2,сýзаб,сýзаби,сýзабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сý,verb,,,,,,,,,,,,,,,,,,,,,понуд. от сýзе,1,ERG,ABS,,,,,,,,,понуд. от сýзе,Gimbаtov 2006,,,,
"сý/зе (-ла, -ла, -на, -й) 1) срезáть, срéзать что-л.; (с)делать нарез; гІеч ~зе срезать яблоко 2) поднимать — о целине",сý,,8,сý,сý,,,,-ла; -ла; -на,-ла; -ла; -на,-зе,-ла,-ла,-на,-й,-й,0,,,,,сýзаб,,,,,,,,,,,,,,,,,,,"срезáть, срéзать что-л.; (с)делать нарез; гІеч ~зе срезать яблоко",1,N/A,ABS,,,,,,гІеч ~зе,срезать яблоко,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,срезáть,Gimbаtov 2006,,,,
"сý/зе (-ла, -ла, -на, -й) 1) срезáть, срéзать что-л.; (с)делать нарез; гІеч ~зе срезать яблоко 2) поднимать — о целине",сý,,8,сусý,сусý,,,,-ла; -ла; -на,-ла; -ла; -на,-зе,-ла,-ла,-на,-й,-й,0,,,,,сýзаб,,,,,,,,,,,,,,,,,,,поднимать — о целине,2,N/A,ABS,,,,,,гІеч ~зе,срезать яблоко 2) поднимать — о целине,Гимбатов М.М. Аварско-русский словарь. 2006. / соседнее значение той же статьи,поднимать — о целине,Gimbаtov 2006,,,,
"сýкІизаб/изе (-ула, -ила, -уна, -е) понуд. 1) заставлять, заставить гнуть что-л.; сгибать, согнуть что-л; бох ~изе согнуть ногу 2) заставлять, заставить складывать, сложить что-л.; ретІел ~изе заставить сложить одежду",сýкІизаб,и,2,сýкІизаб,сýкІизаби,сýкІизабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сýкІ,verb,,,,,,,,,,,,,,,,,,,,,"заставлять, заставить гнуть что-л.; сгибать, согнуть что-л; бох ~изе согнуть ногу",1,N/A,ABS,,,,,,бох ~изе,согнуть ногу,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,заставить гнуть,Gimbаtov 2006,,,,
"сýкІизаб/изе (-ула, -ила, -уна, -е) понуд. 1) заставлять, заставить гнуть что-л.; сгибать, согнуть что-л; бох ~изе согнуть ногу 2) заставлять, заставить складывать, сложить что-л.; ретІел ~изе заставить сложить одежду",сýкІизаб,и,2,сýкІизаб,сýкІизаби,сýкІизабу,,,-ула; -ила; -уна,-ула; -ила; -уна,-изе,-ула,-ила,-уна,-е,-и,0,causative,сýкІ,verb,,,,,,,,,,,,,,,,,,,,,"заставлять, заставить складывать, сложить что-л.; ретІел ~изе заставить сложить одежду",2,N/A,ABS,,,,,,ретІел ~изе,заставить сложить одежду,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,заставить складывать,Gimbаtov 2006,,,,
"сýкІ/изе (-ула, -ила, -ана, -е) 1. 1) (со)гнуться, сгибаться; махх ~ана железо согнулось 2) складываться, сложиться 2. 1) (со)гнуть что-л.; кагъат сукІизе (со)гнуть бумагу 2) складывать, сложить что-л.",сýкІ,и,1,сýкІ,сýкІи,сýкІа,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,сýкІизаб,сукІ-сýкІ,,,,,,,,,,,,,,,,,,"(со)гнуться, сгибаться; махх ~ана железо согнулось",1,N/A,ABS,,,,,,махх ~ана,железо согнулось,Гимбатов М.М. Аварско-русский словарь. 2006. / строка таблицы,согнуться,Gimbаtov 2006,,,,
"сýкІ/изе (-ула, -ила, -ана, -е) 1. 1) (со)гнуться, сгибаться; махх ~ана железо согнулось 2) складываться, сложиться 2. 1) (со)гнуть что-л.; кагъат сукІизе (со)гнуть бумагу 2) складывать, сложить что-л.",сýкІ,и,1,сýкІ,сýкІи,сýкІа,,,-ула; -ила; -ана,-ула; -ила; -ана,-изе,-ула,-ила,-ана,-е,-и,0,,,,,сýкІизаб,сукІ-сýкІ,,,,,,,,,,,,,,,,,,"складываться, сложиться",2,N/A,ABS,,,,,,махх ~ана,"железо согнулось 2) складываться, сложиться 2. 1) (со)гнуть что-л.",Гимбатов М.М. Аварско-русский словарь. 2006. / соседнее значение той же статьи,складываться,Gimbаtov 2006,,,,
